Date,Hour,Temperature(째C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(째C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
29/11/2018,22,3.0,59,1.1,1218,-4.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,411.46218650893115
29/11/2018,23,,56,1.9,1394,-5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,667.5946622562624
30/11/2018,0,1.8,62,1.6,1411,-4.7,0.0,0.0,0.0,,No Holiday,Yes,210.4868408073727
30/11/2018,1,1.3,63,2.0,1379,-4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,195.92808633841713
30/11/2018,2,0.6,66,0.5,1368,-5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,158.18180215924937
30/11/2018,3,-0.1,69,0.9,1338,-5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,109.56716047221533
30/11/2018,4,,71,0.4,1345,-5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,141.47366496649843
30/11/2018,5,-0.7,66,0.5,1336,-6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,93.58997745799904
30/11/2018,6,-0.8,68,0.8,1322,-5.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,167.1388670890688
30/11/2018,7,-1.2,70,0.8,1351,-5.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,277.47344203783445
30/11/2018,8,-1.5,68,1.1,1286,-6.6,0.02,0.0,0.0,Autumn,No Holiday,Yes,491.24743944330504
30/11/2018,9,-0.4,57,0.6,1270,-7.8,0.45,0.0,0.0,Autumn,No Holiday,Yes,355.02746243229217
30/11/2018,10,1.9,51,0.8,1029,-7.1,1.01,0.0,0.0,Autumn,No Holiday,Yes,320.21416301083815
30/11/2018,11,5.3,43,1.8,1177,-6.2,1.38,0.0,0.0,Autumn,No Holiday,Yes,431.2274461764982
30/11/2018,12,6.6,35,1.3,1409,-7.8,1.7,0.0,0.0,Autumn,No Holiday,Yes,503.9241852962094
30/11/2018,13,7.1,24,2.8,1838,-12.1,1.83,0.0,0.0,Autumn,No Holiday,Yes,508.2756110445016
30/11/2018,14,7.8,20,2.2,2000,-13.8,1.67,0.0,0.0,Autumn,No Holiday,Yes,591.80787396582
30/11/2018,15,7.0,20,3.3,1994,-14.4,1.21,0.0,0.0,Autumn,No Holiday,Yes,584.5310211356335
30/11/2018,16,7.2,23,1.5,1945,-12.6,0.72,0.0,0.0,Autumn,No Holiday,Yes,529.1852739355548
30/11/2018,17,6.0,29,2.1,1877,-10.7,0.23,0.0,0.0,Autumn,No Holiday,Yes,550.9908645798088
30/11/2018,18,4.7,34,1.9,1661,-9.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,586.2356864222271
30/11/2018,19,4.2,34,2.6,1894,-10.3,0.0,0.0,0.0,,No Holiday,Yes,410.18891140477854
30/11/2018,20,3.4,37,2.3,2000,-9.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,378.8456424725947
30/11/2018,21,2.6,39,0.3,1968,-9.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,356.88539532371954
30/11/2018,22,2.1,41,1.0,1859,-9.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,331.62289298787766
30/11/2018,23,1.9,43,1.3,1909,-9.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,263.27841186060346
